"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"88","PMID36660904-27","PMID36660904-27-01","PMID36660904-27-ADEN-01","02Outpatient","Both",168,168,77,0.45719948269072,0.0384342446912703,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","0-11mo","01Dx_Molc",186,"YES",-0.167054084663166,0.023976023976024
"89","PMID36660904-28","PMID36660904-28-03","PMID36660904-28-ADEN-03","02Outpatient","Both",37,37,5,0.127976198454161,0.0549196688744624,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","24-59mo","01Dx_Molc",186,"YES",-1.85629799036563,0.23125
"90","PMID36660904-28","PMID36660904-28-02","PMID36660904-28-ADEN-02","02Outpatient","Both",57,57,7,0.125707944234212,0.0439108860320097,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","12-23mo","01Dx_Molc",186,"YES",-1.96611285637283,0.162857142857143
"91","PMID36660904-28","PMID36660904-28-01","PMID36660904-28-ADEN-01","02Outpatient","Both",54,54,11,0.203772474218298,0.0548143758126175,41779,"Adenovirus","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","0-11mo","01Dx_Molc",186,"YES",-1.36330484289519,0.114164904862579
"92","PMID35915480-01","PMID35915480-01-03","PMID35915480-01-ADEN-03","03Inpatient","Both",29,29,1,0.0344827586206897,0.0338830127200357,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",364,"NO",-3.3322045101752,1.03571428571429
"93","PMID35915480-01","PMID35915480-01-01","PMID35915480-01-ADEN-01","03Inpatient","Both",122,122,7,0.0573770491803279,0.0210551429424095,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",364,"NO",-2.79902197930794,0.151552795031056
"94","PMID35915480-01","PMID35915480-01-02","PMID35915480-01-ADEN-02","03Inpatient","Both",63,63,9,0.142857142857143,0.0440866714177405,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",364,"NO",-1.79175946922805,0.12962962962963
"95","PMID35915480-02","PMID35915480-02-03","PMID35915480-02-ADEN-03","03Inpatient","Both",75,75,9,0.12,0.0375233260785874,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","24-59mo","01Dx_Molc",730,"NO",-1.99243016469021,0.126262626262626
"96","PMID35915480-02","PMID35915480-02-02","PMID35915480-02-ADEN-02","03Inpatient","Both",152,152,15,0.0986842105263158,0.0241902597186828,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","12-23mo","01Dx_Molc",730,"NO",-2.21193072472592,0.0739659367396594
"97","PMID35915480-02","PMID35915480-02-01","PMID35915480-02-ADEN-01","03Inpatient","Both",185,185,18,0.0972972972972973,0.0217889797630174,41780,"Adenovirus","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","0-11mo","01Dx_Molc",730,"NO",-2.22762205452059,0.0615435795076514
"98","PMID34877673-01","PMID34877673-01-01","PMID34877673-01-ADEN-01","03Inpatient","Both",897,897,106,0.118171683389075,0.0107783556510096,41781,"Adenovirus","PMID34877673","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",548,"NO",-2.00985887365559,0.0106981847673115
"99","PMID33813114-01","PMID33813114-01-01","PMID33813114-01-ADEN-01","00Asymptomatic","Both",97,97,19,0.195876288659794,0.0402964233403836,41787,"Adenovirus","PMID33813114","Sub-Saharan Africa","Africa","Subnational","GHA","Ghana","YES","0-11mo","01Dx_Molc",182,"NO",-1.41226984752315,0.0654520917678812
"100","PMID33813114-01","PMID33813114-01-02","PMID33813114-01-ADEN-02","02Outpatient","Both",107,107,16,0.149532710280374,0.034475059227695,41787,"Adenovirus","PMID33813114","Sub-Saharan Africa","Africa","Subnational","GHA","Ghana","YES","0-11mo","01Dx_Molc",182,"NO",-1.73827078427707,0.073489010989011
"101","PMID33990988-01","PMID33990988-01-01","PMID33990988-01-ADEN-01","03Inpatient","Both",145,145,14,0.096551724137931,0.0245271824863093,41790,"Adenovirus","PMID33990988","South Asia","South-East Asia","Subnational","IND","India","YES","0-11mo","01Dx_Molc",487,"YES",-2.23613999358589,0.079062159214831
"102","PMID33990988-01","PMID33990988-01-02","PMID33990988-01-ADEN-02","03Inpatient","Both",98,98,10,0.102040816326531,0.030577517439363,41790,"Adenovirus","PMID33990988","South Asia","South-East Asia","Subnational","IND","India","YES","12-23mo","01Dx_Molc",487,"YES",-2.17475172148416,0.111363636363636
"103","PMID33990988-01","PMID33990988-01-03","PMID33990988-01-ADEN-03","03Inpatient","Both",65,65,1,0.0153846153846154,0.0152658134879026,41790,"Adenovirus","PMID33990988","South Asia","South-East Asia","Subnational","IND","India","YES","24-59mo","01Dx_Molc",487,"YES",-4.15888308335967,1.015625
"104","PMID33831124-01","PMID33831124-01-01","PMID33831124-01-ADEN-01","02Outpatient","Both",1227,1227,62,0.0505297473512632,0.00625305089245526,41792,"Adenovirus","PMID33831124","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","0-11mo","01Dx_Molc",730,"YES",-2.93334198095471,0.016987401356777
"105","PMID33831124-01","PMID33831124-01-02","PMID33831124-01-ADEN-02","02Outpatient","Both",1046,1046,97,0.0927342256214149,0.00896853374489278,41792,"Adenovirus","PMID33831124","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",730,"YES",-2.28069782010655,0.0113630191302836
"106","PMID33831124-01","PMID33831124-01-03","PMID33831124-01-ADEN-03","02Outpatient","Both",203,203,22,0.108374384236453,0.0218175796924085,41792,"Adenovirus","PMID33831124","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","24-59mo","01Dx_Molc",730,"YES",-2.10745457790751,0.0509794073329985
"107","PMID32603324-01","PMID32603324-01-02","PMID32603324-01-ADEN-02","00Asymptomatic","Both",430,430,1,0.00232558139534884,0.00232287565691624,41801,"Adenovirus","PMID32603324","Latin America and Caribbean","Americas","Subnational","COL","Colombia","YES","99MixedAges","01Dx_Molc",274,"YES",-6.06145691892802,1.002331002331
"108","PMID31660711-01","PMID31660711-01-01","PMID31660711-01-ADEN-01","02Outpatient","Both",245,245,27,0.110204081632653,0.0200060339901982,41805,"Adenovirus","PMID31660711","Europe and Central Asia","Europe","Subnational","TUR","Turkey","NO","99MixedAges","01Dx_Molc",365,"YES",-2.08865819678476,0.0416241930003398
"109","PMID31660711-01","PMID31660711-01-02","PMID31660711-01-ADEN-02","02Outpatient","Both",130,130,9,0.0692307692307692,0.0222637804901015,41805,"Adenovirus","PMID31660711","Europe and Central Asia","Europe","Subnational","TUR","Turkey","NO","24-59mo","01Dx_Molc",365,"YES",-2.59856596826052,0.119375573921028
"110","PMID31219001-01","PMID31219001-01-01","PMID31219001-01-ADEN-01","02Outpatient","Both",3220,2223,10,0.00449842555105713,0.00141932389019264,41807,"Adenovirus","PMID31219001","East Asia and Pacific","Western Pacific","National","CHN","China","NO","99MixedAges","01Dx_Molc",912,"YES",-5.399519247057,0.100451875282422
"111","PMID31219001-02","PMID31219001-02-01","PMID31219001-02-ADEN-01","02Outpatient","Both",1328,741,1,0.00134952766531714,0.00134861674542576,41807,"Adenovirus","PMID31219001","East Asia and Pacific","Western Pacific","National","CHN","China","NO","99MixedAges","01Dx_Molc",912,"NO",-6.60665018619822,1.00135135135135
"112","PMID30816414-01","PMID30816414-01-06","PMID30816414-01-ADEN-06","00Asymptomatic","Both",70,70,1,0.0142857142857143,0.0141833064113421,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","24-59mo","01Dx_Molc",685,"YES",-4.23410650459726,1.01449275362319
"113","PMID30816414-01","PMID30816414-01-04","PMID30816414-01-ADEN-04","00Asymptomatic","Both",259,259,5,0.0193050193050193,0.00854972634632902,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","0-11mo","01Dx_Molc",685,"YES",-3.92789635458444,0.203937007874016
"114","PMID30816414-01","PMID30816414-01-05","PMID30816414-01-ADEN-05","00Asymptomatic","Both",192,192,7,0.0364583333333333,0.0135264253838953,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","12-23mo","01Dx_Molc",685,"YES",-3.27444567602301,0.148262548262548
"115","PMID30816414-01","PMID30816414-01-03","PMID30816414-01-ADEN-03","03Inpatient","Both",61,61,16,0.262295081967213,0.0563211476374297,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","24-59mo","01Dx_Molc",685,"YES",-1.03407376753054,0.0847222222222222
"116","PMID30816414-01","PMID30816414-01-02","PMID30816414-01-ADEN-02","03Inpatient","Both",219,219,75,0.342465753424658,0.0320660677249673,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","12-23mo","01Dx_Molc",685,"YES",-0.65232518603969,0.0202777777777778
"117","PMID30816414-01","PMID30816414-01-01","PMID30816414-01-ADEN-01","03Inpatient","Both",403,403,108,0.267990074441687,0.0220630381793463,41808,"Adenovirus","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","0-11mo","01Dx_Molc",685,"YES",-1.0048441292156,0.0126490897677338
"118","PMID30636345-01","PMID30636345-01-01","PMID30636345-01-ADEN-01","02Outpatient","Both",59,59,2,0.0338983050847458,0.0235599523743897,41809,"Adenovirus","PMID30636345","Sub-Saharan Africa","Africa","Subnational","NGA","Nigeria","NO","0-11mo","01Dx_Molc",395,"YES",-3.3499040872746,0.517543859649123
"119","PMID30636345-01","PMID30636345-01-02","PMID30636345-01-ADEN-02","02Outpatient","Both",50,50,6,0.12,0.0459565011723042,41809,"Adenovirus","PMID30636345","Sub-Saharan Africa","Africa","Subnational","NGA","Nigeria","NO","12-23mo","01Dx_Molc",395,"YES",-1.99243016469021,0.189393939393939
"120","PMID30636345-01","PMID30636345-01-03","PMID30636345-01-ADEN-03","02Outpatient","Both",66,66,1,0.0151515151515152,0.015036292831784,41809,"Adenovirus","PMID30636345","Sub-Saharan Africa","Africa","Subnational","NGA","Nigeria","NO","24-59mo","01Dx_Molc",395,"YES",-4.17438726989564,1.01538461538462
"121","PMID29077213-01","PMID29077213-01-01","PMID29077213-01-ADEN-01","03Inpatient","Both",270,270,8,0.0296296296296296,0.0103192941686634,41818,"Adenovirus","PMID29077213","East Asia and Pacific","South-East Asia","Subnational","THA","Thailand","NO","99MixedAges","01Dx_Molc",182,"YES",-3.48890296208126,0.12881679389313
"122","PMID27965649-01","PMID27965649-01-01","PMID27965649-01-ADEN-01","02Outpatient","Both",107,107,3,0.0280373831775701,0.0159588513869246,41850,"Adenovirus","PMID27965649","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",212,"YES",-3.54577861047326,0.342948717948718
"123","PMID27673470-01","PMID27673470-01-06","PMID27673470-01-ADEN-06","03Inpatient","Both",197,126,23,0.182539682539683,0.0344133310776086,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-1.49923477230049,0.0531869987336429
"124","PMID27673470-01","PMID27673470-01-04","PMID27673470-01-ADEN-04","00Asymptomatic","Both",761,298,35,0.11744966442953,0.0186503720706108,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-2.01680597068835,0.0323737099402499
"125","PMID27673470-01","PMID27673470-01-03","PMID27673470-01-ADEN-03","03Inpatient","Both",191,114,38,0.333333333333333,0.0441510785688348,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-0.693147180559945,0.0394736842105263
"126","PMID27673470-01","PMID27673470-01-02","PMID27673470-01-ADEN-02","02Outpatient","Both",359,187,43,0.229946524064171,0.0307718115447976,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-1.20861318388244,0.0302002583979328
"127","PMID27673470-01","PMID27673470-01-05","PMID27673470-01-ADEN-05","02Outpatient","Both",279,171,44,0.257309941520468,0.0334298196116907,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","12-23mo","01Dx_Molc",319,"NO",-1.05999745254033,0.0306012884753042
"128","PMID27673470-01","PMID27673470-01-09","PMID27673470-01-ADEN-09","03Inpatient","Both",156,130,47,0.361538461538462,0.0421379056803933,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-0.568693006086539,0.0333247885157652
"129","PMID27673470-01","PMID27673470-01-01","PMID27673470-01-ADEN-01","00Asymptomatic","Both",878,298,58,0.194630872483221,0.0229348139547662,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","0-11mo","01Dx_Molc",319,"NO",-1.42019591279557,0.0214080459770115
"130","PMID27673470-01","PMID27673470-01-08","PMID27673470-01-ADEN-08","02Outpatient","Both",212,169,72,0.42603550295858,0.0380383840068752,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-0.298044859487328,0.0241981672394044
"131","PMID27673470-01","PMID27673470-01-07","PMID27673470-01-ADEN-07","00Asymptomatic","Both",826,300,83,0.276666666666667,0.0258277771802777,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","BGD","Bangladesh","NO","24-59mo","01Dx_Molc",319,"NO",-0.961056745743862,0.0166564877019599
"132","PMID27673470-02","PMID27673470-02-09","PMID27673470-02-ADEN-09","03Inpatient","Both",73,70,15,0.214285714285714,0.0490433258803997,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-1.29928298413026,0.0848484848484848
"133","PMID27673470-02","PMID27673470-02-06","PMID27673470-02-ADEN-06","03Inpatient","Both",137,69,43,0.623188405797101,0.0583374263587439,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",0.50310357767208,0.0617173524150268
"134","PMID27673470-02","PMID27673470-02-03","PMID27673470-02-ADEN-03","03Inpatient","Both",152,68,63,0.926470588235294,0.0316513259108576,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",2.53369681395743,0.215873015873016
"135","PMID27673470-02","PMID27673470-02-08","PMID27673470-02-ADEN-08","02Outpatient","Both",235,228,66,0.289473684210526,0.0300349701415532,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-0.897941593205958,0.021324354657688
"136","PMID27673470-02","PMID27673470-02-05","PMID27673470-02-ADEN-05","02Outpatient","Both",451,230,73,0.317391304347826,0.0306915980764749,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-0.765786364199917,0.0200680568885787
"137","PMID27673470-02","PMID27673470-02-07","PMID27673470-02-ADEN-07","00Asymptomatic","Both",731,297,81,0.272727272727273,0.0258425110734073,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","24-59mo","01Dx_Molc",320,"YES",-0.980829253011726,0.0169753086419753
"138","PMID27673470-02","PMID27673470-02-04","PMID27673470-02-ADEN-04","00Asymptomatic","Both",598,298,98,0.328859060402685,0.0272147055338553,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","12-23mo","01Dx_Molc",320,"YES",-0.713349887877465,0.0152040816326531
"139","PMID27673470-02","PMID27673470-02-02","PMID27673470-02-ADEN-02","02Outpatient","Both",520,222,127,0.572072072072072,0.0332073486132888,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",0.290310194858051,0.0184003315375052
"140","PMID27673470-02","PMID27673470-02-01","PMID27673470-02-ADEN-01","00Asymptomatic","Both",685,288,168,0.583333333333333,0.0290506953657665,41856,"Adenovirus","PMID27673470","South Asia","South-East Asia","Subnational","IND","India","NO","0-11mo","01Dx_Molc",320,"YES",0.336472236621213,0.0142857142857143
"141","PMID27673470-03","PMID27673470-03-06","PMID27673470-03-ADEN-06","03Inpatient","Both",47,34,0,0,0,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",344,"NO",-4.23410650459726,2.02898550724638
"142","PMID27673470-03","PMID27673470-03-09","PMID27673470-03-ADEN-09","03Inpatient","Both",35,27,0,0,0,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-4.00733318523247,2.03636363636364
"143","PMID27673470-03","PMID27673470-03-07","PMID27673470-03-ADEN-07","00Asymptomatic","Both",589,299,5,0.0167224080267559,0.0074156954349827,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-4.07414185490458,0.203401360544218
"144","PMID27673470-03","PMID27673470-03-03","PMID27673470-03-ADEN-03","03Inpatient","Both",77,39,11,0.282051282051282,0.0720573767722301,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",344,"NO",-0.934309237376833,0.126623376623377
"145","PMID27673470-03","PMID27673470-03-04","PMID27673470-03-ADEN-04","00Asymptomatic","Both",621,299,12,0.040133779264214,0.0113507560230557,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",344,"NO",-3.17457556597162,0.0868176538908246
"146","PMID27673470-03","PMID27673470-03-08","PMID27673470-03-ADEN-08","02Outpatient","Both",358,274,14,0.0510948905109489,0.0133022420966503,41856,"Adenovirus","PMID27673470","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",344,"NO",-2.92162430140027,0.0752747252747253
